Player,Wyscout id,Team within selected timeframe,Position,Age,Goals,Assists,Minutes played,Temporada
G. Alles,171252,Progreso,"CF, RWF",34.0,2,0,632,2024
P. López,-320104,Miramar Misiones,"LCB, LB, LCB3",22.0,1,0,628,2024
S. Cáceres,-206490,Fénix,"RCMF, RCMF3, RB5",24.0,0,1,623,2024
A. Argachá,75192,Fénix,LB,37.0,0,0,608,2024
F. González,-554769,River Plate,"RB, RWB",19.0,1,0,608,2024
L. Bassadone,-616206,Rampla Juniors,"LW, LB, LAMF",21.0,0,2,600,2024
I. Sosa,-253095,Peñarol,"LCMF, RCMF, RCMF3",21.0,0,0,599,2024
A. Requena,466420,Fénix,GK,25.0,0,0,595,2024
M. Píriz,-543976,Cerro Largo,"RB, LB",23.0,0,1,588,2024
M. Viera,482023,Progreso,"LWB, LAMF, LB",32.0,0,1,584,2024
H. Tijanovich,408615,Cerro,"RW, LCMF3, LW",28.0,1,0,579,2024
E. Villar,-74623,Cerro,"CF, AMF",24.0,1,2,567,2024
M. Monzeglio,-109666,Danubio,"AMF, CF",23.0,1,1,566,2024
E. Velázquez,181024,Nacional,RCB,30.0,0,0,566,2024
A. Medina,-89199,Peñarol,"LW, LAMF, RW",26.0,2,3,565,2024
S. Cortelezzi,181032,Fénix,CF,30.0,0,0,546,2024
C. Tabó,244250,Liverpool,"LW, CF, RAMF",31.0,0,0,544,2024
J. Coronel,-262310,Miramar Misiones,"LCMF, RCMF, RCB3",28.0,0,0,543,2024
P. Caballero,91631,Progreso,"LCMF, RCMF",37.0,0,0,540,2024
E. Morales,444545,Fénix,CF,28.0,1,0,535,2024
Matheus Babi,435165,Peñarol,CF,27.0,4,0,529,2024
H. Novick,113151,Danubio,"RCMF3, AMF",36.0,2,0,526,2024
I. Méndez,-160591,Rampla Juniors,"RCMF, LCMF, DMF",23.0,1,0,524,2024
F. Muñoa,-406662,Boston River,"RCMF, RW, CF",20.0,1,1,509,2024
S. Mederos,397874,Racing,"LCMF, AMF",26.0,1,0,504,2024
L. Acosta,-387316,Liverpool,"CF, LW, LWF",22.0,0,0,503,2024
L. Rodríguez,-554833,Cerro,"CF, AMF",21.0,1,1,502,2024
G. Bueno,192598,Danubio,"CF, LW, LWF",31.0,0,0,488,2024
Á. Gracés,-184698,Rampla Juniors,"RCB, RCB3, LB",23.0,0,0,487,2024
P. Lima,322903,Wanderers,"RCB, RB, LCB",32.0,1,0,476,2024
F. Cerro,81517,Wanderers,"LCMF, RDMF, LCMF3",36.0,0,0,475,2024
D. Asconeguy,57181,Progreso,RB,38.0,0,0,472,2024
F. Martínez,-172331,Nacional,LB,23.0,0,1,470,2024
G. Trasante,-76592,Deportivo Maldonado,RB,24.0,0,0,469,2024
J. Barboza,193619,River Plate,"LCMF, RCMF, LWB",33.0,0,0,465,2024
C. Franco,-320673,Wanderers,CF,25.0,3,1,462,2024
J. Toledo,-76651,Rampla Juniors,"LCB, LCB3, RCB3",28.0,0,0,461,2024
B. Centeno,-334273,Deportivo Maldonado,"RCMF, LB, LAMF",19.0,1,0,460,2024
E. González,143051,Progreso,"RB, RCB3, RWB",33.0,0,1,454,2024
N. Herrera,-329707,Peñarol,"RCB, RCB3",19.0,0,0,449,2024
E. Crucci,-329272,Wanderers,"CF, AMF",18.0,1,0,437,2024
B. Hernández,-562800,Progreso,"LW, LWB, AMF",20.0,1,0,437,2024
M. Castro,57263,Progreso,GK,37.0,0,0,436,2024
F. González,-282666,Peñarol,"LW, LCMF3, CF",20.0,2,1,428,2024
G. Tanco,-209817,Deportivo Maldonado,"RCB, RCB3, LCB",25.0,0,1,427,2024
M. Argüello,-406968,Danubio,RB,22.0,0,0,424,2024
D. Suárez,55871,Peñarol,RB,36.0,0,1,423,2024
J. Jorge,-110790,Defensor Sporting,"DMF, LCMF, LCMF3",20.0,1,0,419,2024
E. da Silva,-194794,Racing,"RAMF, RW, RWB",23.0,2,1,411,2024
M. Estol,355817,Cerro Largo,LCMF,29.0,0,0,409,2024
M. Gianoli,-229369,Peñarol,"LCB, LCB3",24.0,0,1,407,2024
F. Cadenazzi,335391,Defensor Sporting,CF,33.0,2,0,402,2024
A. de Luca,-486475,Liverpool,"LW, CF, RW",19.0,1,0,401,2024
E. Olivera,-409263,Liverpool,"LCMF, LW, LCMF3",20.0,0,0,397,2024
Federico Andrade,-116398,Cerro Largo,CF,24.0,0,1,394,2024
F. Silvestre,-235789,Danubio,"DMF, LDMF, LCMF3",24.0,0,0,390,2024
N. Mezquida,91718,Rampla Juniors,"CF, RW, RWF",32.0,0,0,387,2024
C. Ebere,425654,Nacional,"CF, RW",26.0,2,0,382,2024
Ó. Díaz,-425004,Miramar Misiones,"RCMF, LCMF, DMF",21.0,0,0,380,2024
G. Rodríguez,208252,Cerro,"CF, LCMF3",32.0,1,0,379,2024
R. Cabrera,-140283,Defensor Sporting,LB,20.0,0,0,372,2024
A. Cambón,-412358,Defensor Sporting,CF,19.0,0,0,370,2024
R. Chagas,-185344,Nacional,"RB, RDMF, RCMF",21.0,0,0,359,2024
F. Cairus,-128505,Nacional,"RCMF, DMF, LCMF",24.0,1,0,356,2024
S. Guerrero,-236495,Defensor Sporting,"CF, RCMF",23.0,0,0,347,2024
A. Montaña,-185369,Danubio,"RW, CF, AMF",18.0,0,0,343,2024
K. Moreno,-84007,River Plate,"LCMF, RCMF, RCB",24.0,1,0,340,2024
F. Ospitaleche,289965,Rampla Juniors,"LCMF, DMF, LDMF",28.0,0,0,335,2024
A. Anello,-242453,Boston River,"LAMF, CF, LW",22.0,0,0,333,2024
G. Fatecha,398623,Cerro Largo,"AMF, LCMF3",26.0,0,0,330,2024
R. Núñez,-89200,Danubio,"RCMF, LCMF3, DMF",26.0,1,0,330,2024
A. Leites,165847,Rampla Juniors,"LCMF, RW, RWF",32.0,1,0,328,2024
G. Córdoba,-36802,Cerro Largo,"LAMF, LWF, RW",24.0,1,1,324,2024
M. Aramburu,289248,Progreso,"CF, RW, AMF",26.0,0,1,321,2024
S. Cristóforo,191944,Peñarol,"LCMF, DMF",31.0,0,0,320,2024
G. Petit,-329270,Nacional,"CF, LCMF",18.0,3,0,317,2024
R. Izquierdo,326485,Progreso,"RB, RWB",32.0,0,0,309,2024
A. Hernández,-411692,Racing,"RWB, RCMF, RAMF",20.0,0,0,298,2024
R. Teliz,-185353,Racing,"LCMF, RAMF, RDMF",19.0,0,0,295,2024
T. Correa,-355038,River Plate,CF,19.0,1,0,287,2024
M. Rodríguez,-130329,Cerro,"LW, CF, RW",24.0,0,0,286,2024
T. Helguera,-329263,Nacional,"RCMF, RDMF, LCMF",18.0,0,0,286,2024
A. Piegas,-366027,Progreso,CB,22.0,0,0,284,2024
M. Samudio,23736,Liverpool,"LB, LB5",37.0,0,0,282,2024
F. Avenatti,230579,Peñarol,CF,31.0,1,1,281,2024
X. Biscayzacú,-252185,Defensor Sporting,"RW, CF, LCMF3",19.0,0,2,280,2024
H. Labraga,-248265,Progreso,"RCB3, LCMF, CB",24.0,0,0,277,2024
S. Diaz,-320988,River Plate,CF,21.0,0,0,267,2024
C. Araujo,-407160,Cerro,"LB, LCB3",23.0,0,0,266,2024
F. Bregante,-381517,Liverpool,"LB, RWB",20.0,0,1,266,2024
N. Acosta,-124546,Peñarol,"LW, RW, RAMF",25.0,1,2,261,2024
R. Haller,-172329,Nacional,RB,24.0,0,0,258,2024
M. Pólvera,-275375,Rampla Juniors,CF,23.0,0,0,256,2024
P. Suárez Marquez,-592630,Wanderers,"LW, RWF, RW",18.0,1,0,249,2024
F. Ginella,505443,Nacional,"DMF, RDMF, LCMF",25.0,0,0,248,2024
F. Saravia,-265306,Danubio,"LB, LWB",21.0,0,0,247,2024
M. Cáceres,-265330,Racing,"AMF, LCMF, CF",22.0,0,1,245,2024
N. Sosa,371561,Racing,"CF, LW",28.0,2,0,244,2024
Y. Calleros,-76593,Boston River,"RDMF, LDMF, DMF",26.0,0,0,244,2024
E. Crucci,-572600,Wanderers,CF,18.0,1,0,242,2024
D. Vargas,413461,Rampla Juniors,"CF, RAMF",29.0,0,0,240,2024
F. Estoyanoff,3078,Fénix,"RAMF, RCMF3, CF",42.0,1,0,230,2024
T. Schiavulli,-341717,Miramar Misiones,"RCB, RB, RCMF",20.0,0,0,229,2024
I. López,-351674,Cerro Largo,"CF, AMF, LCMF",19.0,0,0,228,2024
R. Muniz,483113,Deportivo Maldonado,"AMF, CF",23.0,0,0,227,2024
A. Pérez,-69051,Fénix,"CF, LW, AMF",22.0,0,0,224,2024
F. Andrada,180848,Racing,CF,30.0,0,2,224,2024
B. Llana,-554827,Cerro,"LCB, LB",17.0,0,0,217,2024
M. Silva,-345068,Cerro Largo,"RCMF, RB, LDMF",20.0,0,0,211,2024
A. Severo,-381607,Racing,"LCMF3, LWF, LW",19.0,2,0,206,2024
Ó. Quiñonez,-278681,Racing,"LB, LCB",23.0,0,0,200,2024
A. Hernández,57168,Liverpool,"CF, AMF",34.0,2,0,199,2024
E. Méndez,131285,Racing,"DMF, LW",35.0,0,0,198,2024
R. Rodríguez,-285395,Peñarol,GK,20.0,0,0,194,2024
Leonardo Olavarría,469915,Liverpool,"RCMF, LCMF3, DMF",26.0,0,0,188,2024
Á. González,390245,Peñarol,"CF, RW, RWF",30.0,0,0,186,2024
R. Hernández,-563535,Fénix,CF,19.0,1,0,184,2024
E. Mozzone,437175,Rampla Juniors,"AMF, RAMF, LW",26.0,1,0,182,2024
S. Rollano,-460123,Cerro Largo,"CF, RW",20.0,0,0,181,2024
G. Triunfo,-194168,Cerro,"LB, RCMF3",27.0,0,0,178,2024
D. Castrillo,-404248,River Plate,"RWB, RAMF, RW",21.0,0,0,177,2024
L. Gorocito,251596,Racing,"CF, RWF, AMF",32.0,0,0,177,2024
Luan Brito,-203314,Defensor Sporting,"CF, RCMF, RWF",22.0,1,1,174,2024
I. López Pose,-643767,Cerro Largo,"LCMF, LCMF3",20.0,0,0,173,2024
J. Riasco,-211287,Boston River,CF,20.0,0,0,172,2024
N. Blandi,144877,Danubio,CF,34.0,1,0,172,2024
D. Herazo,408728,Nacional,CF,28.0,2,0,172,2024
F. Pérez,-403856,River Plate,"RB, RCB, DMF",21.0,0,0,166,2024
G. de León,213058,Rampla Juniors,"RB, RWB",31.0,0,0,162,2024
A. Scarone,-140290,River Plate,"AMF, RWF, RWB",20.0,0,0,161,2024
E. Cuello,-404244,Defensor Sporting,"RW, RCMF3, RWB",19.0,0,0,156,2024
S. Scotto,471871,Fénix,"RCMF3, LCMF, RCMF",27.0,0,0,155,2024
L. Barcía,336853,Boston River,"AMF, RCMF, CF",32.0,0,0,148,2024
F. Chiappini,-418155,Boston River,"LCMF, AMF, LW",21.0,0,0,145,2024
F. Dafonte,-545123,Boston River,"RCMF, LCMF",19.0,0,0,141,2024
A. Pandiani Quaglia,-632947,Miramar Misiones,"LCMF, RW",24.0,0,1,132,2024
D. Cóccaro,91602,Cerro,RW,33.0,0,0,132,2024
A. Romero,397877,Cerro,"LB, RB, LCB3",26.0,0,0,128,2024
E. Melo,-332019,Cerro,CF,21.0,0,0,123,2024
T. Olase,-329712,Peñarol,DMF,20.0,0,0,122,2024
G. Peralta Bauer,-166795,Cerro,RB,24.0,0,0,120,2024
N. dos Santos,-596396,River Plate,RB,20.0,0,0,120,2024
G. Borthagaray,-593073,Wanderers,LB,19.0,0,0,118,2024
E. Etcheverry,289955,Rampla Juniors,"LB5, RDMF, LW",28.0,0,0,117,2024
E. Larrosa,-184703,Boston River,"CF, DMF, AMF",23.0,0,0,116,2024
E. Bermúdez,482534,Deportivo Maldonado,GK,27.0,0,0,115,2024
G. López,-345695,Nacional,"LW, RW, DMF",21.0,0,1,114,2024
G. Viera,474143,Boston River,"RW, LW, RAMF",24.0,0,0,112,2024
F. Núñez,-252939,Cerro Largo,"LW, CF",18.0,0,0,111,2024
D. Píriz,-555927,Danubio,CF,18.0,0,0,110,2024
M. Cabrera,-288609,Fénix,"RCMF3, LCMF, RCMF",22.0,0,0,110,2024
F. Marco,-343637,Boston River,LCB,21.0,0,0,108,2024
M. Dufour,-69036,Defensor Sporting,GK,25.0,0,0,103,2024
M. Bertochi,-615539,Cerro Largo,"RCMF, DMF",35.0,0,0,99,2024
F. Milan,-615446,Deportivo Maldonado,CF,,0,0,98,2024
J. Contrera,-615540,Cerro Largo,"RCMF, LW",21.0,0,0,90,2024
E. Mereles,-262394,Nacional,"LW, AMF, LWB",19.0,1,1,83,2024
S. López,-113286,Miramar Misiones,"LWB, LB, LW",19.0,0,0,81,2024
J. Neris,474140,Peñarol,CF,24.0,0,0,79,2024
R. Dudok,-379310,Defensor Sporting,"LAMF, LW, LCMF3",17.0,0,0,77,2024
I. García,-334153,Wanderers,RCB,22.0,0,0,76,2024
M. Amaro,-404252,Defensor Sporting,"LCMF, RWB, RDMF",19.0,0,0,76,2024
J. Fernández,-262397,Danubio,"LAMF, LWF",21.0,0,0,75,2024
C. Airala,-73051,Racing,"AMF, LCMF, LAMF",22.0,0,0,75,2024
A. Castro,-425003,Miramar Misiones,LB,20.0,0,0,73,2024
B. González,-321671,Cerro Largo,"RAMF, LWB",25.0,0,0,72,2024
N. Arévalo,-75793,Cerro,"CF, RW, RCMF",24.0,0,0,69,2024
R. Sánchez,-317842,Nacional,"RW, LAMF",20.0,0,1,68,2024
G. Ferrer,-555004,Liverpool,RCB3,18.0,0,0,67,2024
N. Umpiérrez,-554828,Cerro,LW,18.0,0,0,65,2024
M. Alfonso,-331212,Boston River,LCB,22.0,0,0,56,2024
N. Albano Cháves,-598278,Progreso,"LW, LAMF",20.0,0,0,55,2024
E. Carlos,452565,Fénix,"RCMF3, RW, RCMF",25.0,0,0,53,2024
L. González,-185381,Peñarol,CF,18.0,0,0,52,2024
S. Tormo,-571312,Deportivo Maldonado,"LWB, LAMF",23.0,0,0,52,2024
L. Ymbert,-452894,Defensor Sporting,RB,21.0,0,0,48,2024
Ó. Cruz,-320986,Fénix,LW,22.0,0,0,46,2024
F. Rodríguez,396474,Boston River,"CF, RCMF",29.0,0,0,46,2024
A. Fernández,-125642,Peñarol,"CF, LW",23.0,0,0,45,2024
C. Valdez,10384,Boston River,"RCB, CB, RW",41.0,0,0,42,2024
K. Prieto,-405157,Defensor Sporting,RAMF,21.0,0,0,42,2024
Jonathan González,-454127,Miramar Misiones,"RDMF, RCMF",22.0,0,0,41,2024
S. Sequeira,-380063,Boston River,"CF, RW",20.0,0,0,40,2024
J. Amaro Mello,-645774,Nacional,"LCMF, RDMF",21.0,0,0,39,2024
L. Aberasteguy,-113211,Deportivo Maldonado,"LDMF, LW, CF",21.0,0,0,39,2024
F. Triver,-379313,River Plate,"RW, AMF, LCMF",18.0,0,0,33,2024
A. Álvarez,-650861,Rampla Juniors,LCMF3,17.0,0,0,27,2024
J. Núñez,-319567,Liverpool,"CF, RWF",20.0,0,0,25,2024
M. Nichele,-288636,Deportivo Maldonado,"LWF, LW",23.0,0,0,24,2024
Y. Carlos Mosquera Mosquera,-577548,Cerro,"LAMF, LW",22.0,0,0,21,2024
P. Viudez,-140271,Defensor Sporting,"RAMF, LW",20.0,0,0,19,2024
G. Barbas,-588342,Peñarol,RCMF3,17.0,0,0,16,2024
F. Marino,-590775,Deportivo Maldonado,RWB,17.0,0,0,15,2024
R. Novo,-597050,Wanderers,"AMF, LCMF3",19.0,0,0,13,2024
J. Rodríguez,-185384,Wanderers,"LAMF, CF",17.0,0,0,13,2024
S. Makuka,398964,Miramar Misiones,LCB3,29.0,0,0,13,2024
A. Lima,-456550,Defensor Sporting,LCB3,19.0,0,0,12,2024
N. Azambuja Vargas,-381637,Danubio,CF,16.0,0,0,12,2024
J. Millán,-160226,Danubio,DMF,23.0,0,0,12,2024
J. Núñez Rodríguez,-659393,Liverpool,RWF,,0,0,8,2024
N. Vikonis,57186,Liverpool,GK,40.0,0,0,8,2024
M. Zunino,128046,Boston River,LAMF,34.0,0,0,7,2024
A. Fernández,-590774,Deportivo Maldonado,AMF,17.0,0,0,7,2024
G. Reyes,57163,Defensor Sporting,GK,31.0,0,0,3481,2017
M. Rodríguez,91729,Wanderers,GK,28.0,0,1,3408,2017
L. Hernández,276174,Peñarol,LB,25.0,0,8,3365,2017
A. Berbia,22369,Boston River,GK,39.0,0,0,3281,2017
D. Denis,199077,Fénix,GK,25.0,0,0,3278,2017
P. Ceppelini,73710,Boston River,"RCMF3, LCMF3",25.0,9,2,3273,2017
M. Cabrera,57054,Defensor Sporting,"AMF, LCMF3, LCMF",31.0,6,3,3267,2017
M. Suárez,316039,Defensor Sporting,"RWB, LWB",21.0,3,1,3260,2017
N. Correa,92107,Defensor Sporting,CB,33.0,4,1,3236,2017
R. Arias,103066,Peñarol,LCB,25.0,0,0,3232,2017
F. Platero,169061,Liverpool,RCB,26.0,2,1,3216,2017
R. Odriozola,91727,Rampla Juniors,GK,28.0,0,0,3193,2017
S. Felipe,304219,Sud América,"RCB, RB, CB",26.0,4,0,3167,2017
N. Royón,191941,Liverpool,CF,26.0,11,1,3129,2017
S. Blanco,23402,Wanderers,"CF, AMF",35.0,11,1,3124,2017
M. Franco,73708,Cerro,CF,33.0,25,2,3124,2017
G. Rodríguez,181038,Sud América,LB,23.0,0,1,3114,2017
G. González,361593,River Plate,"RW, RAMF, RB",22.0,3,1,3112,2017
G. Bueno,143089,Danubio,"LCB, LCB3, RCB",32.0,0,0,3041,2017
N. Pérez,91578,River Plate,GK,27.0,0,0,3022,2017
L. Tamareo,201431,El Tanque Sisley,"DMF, RW, RCMF3",26.0,2,0,3013,2017
J. Rodríguez,47895,Cerro,"LAMF, LW, LCMF",32.0,3,3,3012,2017
C. Almeida,195142,Liverpool,LB,27.0,1,0,2992,2017
G. Camargo,252603,Sud América,"LB, LW, LCMF",26.0,1,0,2982,2017
Y. Irrazábal,57695,Cerro,GK,29.0,0,0,2980,2017
A. Colombino,201712,Wanderers,"DMF, LDMF, RDMF",23.0,0,1,2974,2017
A. Espino,326260,Nacional,LB,25.0,0,2,2966,2017
N. Prieto,103079,Rampla Juniors,"RCMF, AMF, LCMF",24.0,0,0,2950,2017
J. Álvez,24230,Fénix,"LB, RB, RWB",33.0,0,0,2941,2017
D. Polenta,103071,Nacional,LCB,25.0,5,2,2927,2017
P. Lacoste,119221,Racing,"LCB, RCB",29.0,1,0,2908,2017
G. Padula,336048,Plaza Colonia,"RCB, CB",19.0,1,0,2900,2017
A. Lamas,64651,Defensor Sporting,LCB3,33.0,2,0,2898,2017
S. Fosgt,57073,El Tanque Sisley,"RCB, RCB3",31.0,2,1,2856,2017
D. Malrechauffe,23543,Danubio,"RCB, RCB3, LCB",32.0,0,0,2833,2017
M. Arguiñarena,323069,El Tanque Sisley,"LB, LW",25.0,0,2,2826,2017
J. Pereyra,395448,Boston River,"CB, RCB3",23.0,0,0,2808,2017
N. Rocha,323063,Rampla Juniors,"DMF, RCMF, LCMF",32.0,0,0,2755,2017
F. Estoyanoff,3078,Peñarol,"LW, RW, LAMF",34.0,16,5,2733,2017
L. Sosa,322468,Racing,"LW, RW, AMF",23.0,4,0,2690,2017
D. Scotti,24683,Boston River,DMF,40.0,0,0,2674,2017
C. Cándido,406899,Rampla Juniors,LB,22.0,0,0,2661,2017
G. Fratta,396632,Boston River,"RCB3, LCB3",21.0,2,0,2653,2017
M. Cardacio,31386,Defensor Sporting,"RCMF, DMF, LCMF",29.0,1,0,2651,2017
F. Romero,341285,Racing,RB,22.0,2,0,2645,2017
J. Trindade,277923,Racing,"LB, RW, LW",24.0,1,3,2640,2017
P. Fagúndez,258938,El Tanque Sisley,RB,32.0,1,0,2633,2017
I. González,10390,Wanderers,"AMF, LCMF3",35.0,3,3,2611,2017
G. Colmán,173877,Sud América,"CF, LWF",28.0,9,0,2599,2017
D. Arismendi,23389,Nacional,"DMF, RDMF, RCMF",29.0,2,3,2594,2017
M. Felipe,154893,Rampla Juniors,RB,26.0,0,0,2591,2017
M. Jones,97057,River Plate,LB,26.0,1,3,2590,2017
M. Zunino,128046,Nacional,"RWB, RCMF3, RB",27.0,5,1,2588,2017
F. Martínez,430453,Liverpool,"RW, RAMF",21.0,3,3,2581,2017
F. Cristóforo,281564,Danubio,GK,28.0,0,0,2566,2017
A. Ale,361579,River Plate,LCB,22.0,0,0,2556,2017
D. Melián,287318,Racing,GK,26.0,0,0,2553,2017
M. Caseras,322910,Plaza Colonia,"LCMF, DMF, LCMF3",25.0,2,0,2519,2017
G. de Amores,181035,Liverpool,GK,22.0,0,0,2478,2017
A. Martínez,302709,El Tanque Sisley,"AMF, RCMF, RCMF3",27.0,3,1,2455,2017
R. Cabrera,91398,Fénix,"LCB3, LB, RB",28.0,0,0,2433,2017
M. Cantera,285123,Fénix,"LCMF3, LW",24.0,2,1,2432,2017
J. Varela,126031,Juventud,"LW, RW",29.0,1,2,2429,2017
T. Viudez,63464,Nacional,"RWF, RAMF",27.0,3,10,2425,2017
M. Soto,250245,Rampla Juniors,LCB,26.0,0,0,2387,2017
G. Pereira,148490,Peñarol,"LCMF, RCMF, DMF",26.0,0,1,2384,2017
S. Díaz,57886,Plaza Colonia,"LCB, RCB3",34.0,0,0,2375,2017
A. Reyes,57154,Juventud,"RCMF, LCMF",32.0,1,0,2350,2017
S. Fernández,55486,Nacional,"LWF, AMF, LAMF",32.0,14,3,2345,2017
M. Malvino,182090,Racing,RCB,25.0,1,0,2339,2017
F. Peraza,322557,River Plate,"RAMF, CF, RW",25.0,5,2,2333,2017
B. Silva,90612,Plaza Colonia,RB,32.0,0,0,2311,2017
E. Albín,91719,Juventud,"RB, LB",28.0,0,0,2296,2017
G. Maulella,57221,Defensor Sporting,"RCB3, LCB3, CB",33.0,1,0,2295,2017
J. Barboza,193619,Cerro,"RDMF, RCMF",26.0,0,0,2279,2017
M. Rabuñal,341295,Defensor Sporting,"LCMF, RCMF, DMF",23.0,2,0,2261,2017
D. Rossi,397871,Peñarol,"CF, RW, LW",19.0,10,7,2237,2017
A. Silva,91597,Rampla Juniors,CF,26.0,11,0,2210,2017
G. de León,213058,Rampla Juniors,"RW, RB",24.0,1,1,2194,2017
C. Palacios,95677,Peñarol,CF,26.0,29,0,2176,2017
Á. Cayetano,169055,Racing,"RCMF, RDMF, RCB",26.0,0,0,2168,2017
M. González,285937,El Tanque Sisley,"RB, LCB, LCB3",23.0,2,0,2165,2017
I. Ramírez,432975,Liverpool,CF,20.0,12,1,2126,2017
J. Ramirez,-486973,Liverpool,CF,20.0,12,1,2126,2017
M. Pereira,236905,Racing,"LCB, LB",24.0,0,0,2123,2017
A. Cougo,395535,Defensor Sporting,"LWB, LW, LB",21.0,6,4,2110,2017
M. Estol,355817,Racing,"RW, LCMF, LDMF",22.0,1,1,2099,2017
M. Bogliacino,17672,Plaza Colonia,"LCMF, RCMF, AMF",37.0,0,2,2098,2017
R. García,143236,Nacional,RCB,28.0,0,0,2093,2017
S. Rodríguez,103083,Nacional,"LCMF3, LDMF, LCMF",25.0,5,1,2093,2017
J. Méndez,307569,Racing,"RCMF, LCMF",22.0,0,0,2090,2017
J. Perujo,57195,Sud América,RB,32.0,0,0,2076,2017
R. Aguirre,181034,Nacional,"CF, LAMF",23.0,13,6,2048,2017
C. Herrera,28210,River Plate,RB,29.0,3,0,2041,2017
N. Guirin,340281,Plaza Colonia,GK,22.0,0,0,2009,2017
J. Varela,193208,Juventud,"LCMF, DMF",22.0,2,0,2009,2017
G. Guruceaga,292848,Peñarol,GK,22.0,0,0,2008,2017
A. Peña,72679,Danubio,"RB, RWB",28.0,2,0,1999,2017
F. Fernández,393882,River Plate,"RCMF, LCMF, DMF",24.0,0,1,1987,2017
I. González,277257,Danubio,"AMF, CF, RCMF3",23.0,3,0,1981,2017
L. Olaza,228524,Danubio,"LB, LWB",23.0,6,0,1974,2017
N. Fernández,397865,Fénix,"RB, LCMF3, RW",19.0,0,0,1966,2017
F. Ramos,304983,Plaza Colonia,"LW, RCMF, LAMF",25.0,4,1,1966,2017
H. Silveira,279290,Nacional,CF,24.0,7,1,1958,2017
M. Acuña,289209,Fénix,"CF, LW",24.0,6,0,1958,2017
N. Barán,149587,Boston River,CB,27.0,0,0,1937,2017
L. Melazzi,110551,Sud América,"RW, CF, RAMF",26.0,3,1,1925,2017
Y. Mosquera,247644,Juventud,CF,24.0,6,0,1924,2017
L. Zazpe,200232,Juventud,"LB, LCB",23.0,3,0,1908,2017
F. Puppo,47893,Plaza Colonia,CF,30.0,4,2,1907,2017
F. Bonifazi,412086,Racing,"LB, LW, LAMF",21.0,1,0,1902,2017
Diego Rodríguez,127007,Liverpool,"LCB, LCB3",26.0,4,0,1900,2017
M. Rigoleto,322955,Rampla Juniors,CF,22.0,6,1,1893,2017
J. Castillo,10378,Juventud,GK,39.0,0,0,1890,2017
A. Canobbio,452566,Fénix,"LWB, CF",18.0,3,0,1887,2017
N. Nández,331580,Peñarol,"RW, RAMF, LCMF",21.0,7,4,1885,2017
R. Rivero,404419,Wanderers,"CF, LAMF, LWF",21.0,6,2,1885,2017
A. Rodales,57271,Liverpool,"RB, LB",30.0,0,0,1876,2017
J. Pereyra,399062,Sud América,"RCMF, RW, LCMF",23.0,1,0,1858,2017
E. González,143051,Juventud,"RW, RCMF3",26.0,1,0,1847,2017
A. Leites,165847,Rampla Juniors,"LW, LAMF",25.0,9,2,1838,2017
R. Izquierdo,326485,Cerro,RB,24.0,0,0,1833,2017
G. González,308452,Danubio,"DMF, LCMF3, LCMF",23.0,1,0,1833,2017
E. Redín,322924,Plaza Colonia,"RW, RB, RCMF",22.0,1,0,1829,2017
E. García,99752,Rampla Juniors,RCB,27.0,3,0,1823,2017
G. Bueno,192598,Nacional,CF,24.0,9,3,1816,2017
I. Pallas,41826,Fénix,LCB,34.0,0,0,1804,2017
S. Britos,142798,El Tanque Sisley,GK,29.0,0,0,1780,2017
M. Gómez,296248,Wanderers,"RB, LB",25.0,0,0,1766,2017
H. Petrik,322466,Peñarol,RB,23.0,1,1,1761,2017
R. Flores,92455,Boston River,"LCMF3, RCMF3",31.0,2,2,1754,2017
M. Santos,263710,Wanderers,"LCMF3, RCMF3",23.0,0,1,1754,2017
Y. Quintana,452485,Peñarol,"RCB, LCB",21.0,3,1,1749,2017
C. Latorre,171251,Liverpool,"RCMF, LCMF, DMF",30.0,0,0,1740,2017
S. Martínez,148493,Wanderers,"RCMF3, LCMF3",26.0,0,0,1719,2017
G. de los Santos,175650,Defensor Sporting,RCB3,26.0,0,0,1716,2017
K. Dawson,180998,Peñarol,GK,25.0,0,0,1715,2017
G. Carneiro,413472,Defensor Sporting,CF,22.0,10,5,1708,2017
C. Benavidez,442118,Defensor Sporting,"LCMF, RCMF",19.0,1,0,1702,2017
N. Sosa,371561,Racing,CF,21.0,8,0,1701,2017
C. Waterman,155920,Defensor Sporting,CF,26.0,4,0,1699,2017
M. Merentiel,471670,El Tanque Sisley,"CF, RWF",21.0,7,2,1689,2017
N. Rodríguez,163043,River Plate,"RB, LW, AMF",26.0,1,0,1685,2017
B. Giménez,200817,Sud América,"LCMF, RCMF, RAMF",25.0,6,1,1681,2017
R. Fernández,335303,Plaza Colonia,LB,20.0,0,0,1673,2017
G. Aprile,90779,Liverpool,"LW, LDMF, LCMF3",29.0,1,0,1671,2017
E. Etcheverry,289955,Boston River,LWB,21.0,1,0,1670,2017
E. Díaz,266888,Wanderers,"RCB, RCB3",27.0,3,0,1649,2017
A. Baroja,118802,Sud América,GK,27.0,0,0,1634,2017
P. Lima,230505,El Tanque Sisley,"RCMF3, RCMF, RWB",27.0,1,0,1633,2017
E. Colombo,471765,El Tanque Sisley,"LB, LCMF3",22.0,1,1,1632,2017
A. González,472799,Sud América,"LCMF3, DMF, RCMF",20.0,2,0,1631,2017
